"Title ID","Title","Annotation","Publisher","Copyright","OriginalCopyright","Translator","Author","Illustrator","Grade Level Span","Language","Genre","Classification","Culture","Topic","Discipline","Standard","Award"
"15227","20,000 Leagues Under the Sea","An account of a fictional journey beneath the sea. As captives of the vengeful Captain Nemo, three men find adventure as they view the ecosystems of the world's oceans. Originally published in 1870, the story includes predictions of technologies that have come to pass, and some that haven't.","HarperCollins","2000","1870",,"Jules Verne","Diane Dillon, Leo Dillon","6 thru 8, 9 thru 12","English","Science Fiction","Classic",,"Earth Science, Life Science (Biology), Physical Science (Chemistry and Physics)","English-Language Arts/Vocabulary, Mathematics, Science","LS 6.5, LS 7.5, PS 7.6, Physics 9-12.1, Physics 9-12.4",
"16265","200% of Nothing: An Eye-Opening Tour Through the Twists and Turns of Math Abuse and Innumeracy","This book explores how numbers, counting, percentages, and other simple mathematical principles are twisted to suit individual agendas. The scenarios are provided by people who have encountered them and sent them to Dewdney. The scenarios could be used by students to become a detective of math abuse on their own. Because the examples are from real life there are cross curricular connections to areas such as economics and biology.","John Wiley & Sons, Inc.","1993",,,"A. K. Dewdney",,"6 thru 8, 9 thru 12","English","Narrative Nonfiction",,,"Mathematical Reasoning, Number Sense, Probability & Statistics (Advanced), Statistics, Data Analysis, & Probability","Mathematics","Math 7.RP.1-3, Math 7.SP.1-8, Math 7.MP.1-8, Math HS.SP",
"317","5,000 Miles to Freedom: Ellen and William Craft's Flight from Slavery ","This engaging narrative brings to life the history and inherent difficulties of slavery  through the experiences of William and Ellen Craft, slaves who were able to escape to freedom in 1848 by using their wits. The text is illustrated with black-and-white photos, illustrations, and reproductions of primary sources, including letters, diaries, and newspapers.","National Geographic","2006",,,"Judith Bloom Fradin",,"6 thru 8","English","Biography/Autobiography",,"Black/African American","American History","History/Social Science","HSS 8.7, HSS 8.9",
"40010","A Maze Me: Poems for Girls","Contains 72 of Nye’s poems. Younger teens will be intrigued and inspired by the poet’s ability to create poetry from different  sources: a car manual, a newspaper article, a taco sign, Julia Child’s patting potatoes, and a vapor trail left in the sky by a pair of airplanes.","Greenwillow Books","2005",,,"Naomi Shihab Nye",,"6 thru 8","English","Poetry",,,"English-Language Arts/General","English-Language Arts/General ",,
"37424","Abe Lincoln Grows Up","This adaptation of ABRAHAM LINCOLN: THE PRAIRIE YEARS deals with Lincoln's early years up to age nineteen when he leaves home for New Salem, Illinois. A connection can be made to the eighth-grade history/social science curriculum.","Harcourt Brace","1987",,,"Carl Sandburg",,"6 thru 8","English","Biography/Autobiography, Nonfiction",,,"English-Language Arts/General","History/Social Science",,
"38396","Abel's Island","A gentleman mouse is stranded on an island. Formerly wealthy and spoiled, he is forced to become adventurous and self-reliant. This book is useful for character development studies.","Farrar, Straus & Giroux","1986","1976",,"William Steig",,"6 thru 8","English","Fantasy","Read Aloud",,"English-Language Arts/General","English-Language Arts/General ",,"Newbery Honor"
"40084","Abraham Lincoln and Frederick Douglass: The Story Behind an American Friendship  ","Russell Freedman gives a detailed account of two of this country’s most famous men and the friendship they developed during a crucial period of American history. Abraham Lincoln and Frederick Douglass were book-taught thinkers who understood the importance of the union and the abolition of slavery. Freedman uses period photographs and archival materials to tell this amazing story of a deep and abiding friendship. Pair this book with the author’s earlier work, LINCOLN: A PHOTOBIOGRAPHY, and for younger readers, Lesa Cline-Ransome’s WORDS SET ME FREE: THE STORY OF YOUNG FREDERICK DOUGLASS.","Clarion Books","2012",,,"Russell Freedman",,"6 thru 8","English","Biography/Autobiography, Nonfiction",,"Black/African American","American History, War","History/Social Science","HSS 8.9, HSS 8.10",
"425","Abraham Lincoln the Writer: A Treasury of His Greatest Speeches and Letters","An interesting representation of Lincoln that focuses on the president's development as a writer. Includes personal letters; notes on the law; excerpts from speeches, debates, and inaugural addresses; letters to parents of fallen soldiers; and telegrams to his family. Each excerpt is provided with an introduction, supplying readers with a historical perspective and context that gives meaning to the selection. An excellent selection of photographs and reproductions also enrich the text.","Boyds Mills Press","2000",,,"Harold Holzer",,"6 thru 8","English","Biography/Autobiography, Nonfiction",,,"American History","History/Social Science","HSS 8.10",
"1403","Absolutely True Diary of a Part-Time Indian, The","Budding cartoonist Junior leaves his troubled school on the Spokane Indian Reservation to attend an all-white, farm-town school where the only other Native American is the school mascot. This realistic, bittersweet, and humorous novel highlights the challenges young native people experience as they learn to balance Indian life in a modern world. Part autobiography, the story presents the complexities of coming of age, bigotry, bullies, loyalty to family, and the meaning of love. Middle school readers should be aware that the book includes some strong language.
","Little, Brown and Company","2007",,,"Sherman Alexie","Ellen Forney","6 thru 8, 9 thru 12","English","Realistic Fiction",,"Native American","Diversity, Ethnic Studies","History/Social Science","HSS 11.11","National Book Award"
"2339","Abuela's Weave","A young Guatemalan girl and her grandmother grow closer as they create some special traditional woven articles and then make a trip to the market in hopes of selling them. The warm relationship between the girl and her grandmother and many details are vividly described. The author portrays the beauty of his homeland's cultural traditions. The illustrations, acrylic-on-canvas paintings, bring dimension to the characters and adds authenticity to the setting.","Lee & Low Books","1993",,,"Omar S. Castañeda","Enrique Sanchez","3 thru 5, 6 thru 8","English","Fiction","Easy Reader","Latino/Latino American, Multicultural","Ethnic Studies, International Studies/World History, Lifestyles Around the World, Visual Arts","Visual and Performing Arts","VAPA V PreK-12.3, VAPA V PreK-12.4, VAPA V PreK-12.5",
"15428","Accidents May Happen: Fifty Inventions Discovered by Mistake","This book is composed of short, fascinating descriptions of how a variety of everyday things were discovered or invented. All of the stories illustrate the nature of science and how mistakes can lead to some new discoveries useful to society.","Dell Publishing Company","1996",,,"Charlotte Foltz Jones","John  O'Brien","6 thru 8, 9 thru 12","English","Nonfiction",,,"Life Science (Biology), Physical Science (Chemistry and Physics)","History/Social Science, Science","I & E 6.7, I & E 7.7, I & E 8.9, I & E 9-12.1",
"37250","Achingly Alice","In this continuation of the Alice series books by Ms. Naylor, thirteen-year-old Alice falls in love. She also tries her hand at matchmaking, only to find that love is a very complex emotion. Can she love quiet, gentle Sam and Patrick, her steady boyfriend, at the same time? Readers experience adolescent highs and lows along with Alice and her friends.","Aladdin Books","1999",,,"Phyllis Reynolds Naylor",,"6 thru 8","English","Humor, Realistic Fiction",,,"English-Language Arts/General","English-Language Arts/General ",,
"39111","Ackamarackus: Julius Lester's Sumptuously Silly Fantastically Funny Fables","This is a collection of six original animal fables, laced with humor, absurdities, wordplay, and alliteration. Each fable includes both a silly and a serious moral. Acrylic and collage illustrations are bright and exhilarating. Useful for reading aloud and discussing individuality, acceptance, and expression of negative feelings.","Scholastic","2001",,,"Julius Lester","Emilie  Chollat","3 thru 5, 6 thru 8","English","Fable",,,"English-Language Arts/General","English-Language Arts/Literary Elements",,
"36906","Across Five Aprils","The effects of the Civil War on the Creighton family, farmers in Southern Illinois, are depicted as the older men are pulled one by one into the war, leaving the youngest, Jethro, to keep their farm going. The novel is based on the author's family records, letters, and grandfather's stories.","Follett","1965",,,"Irene Hunt",,"6 thru 8","English","Historical Fiction",,,"English-Language Arts/General","History/Social Science",,"Newbery Honor"
"38185","Across the Lines","A year in the lives of two boys, one slave and one free, is recounted in this historical fiction selection about the Civil War. The action of the story takes place in Virginia, but both northern and southern viewpoints are presented. Readers see the impact most directly on Edward, a wealthy Southern boy, and his family and relatives. Connections to eighth-grade history/social science are present.","Atheneum","1997",,,"Carolyn Reeder",,"6 thru 8","English","Historical Fiction",,"Black/African American","English-Language Arts/General","History/Social Science",,
"38180","Adaline Falling Star","follow her father, Kit Carson, back to Bent's Fort where she belongs. She runs away and starts her own journey back to the wilderness and her mother's people; her companion is a dog, abandoned as she was. Together they strike out on an adventure of survival and discovery.","Scholastic","2000",,,"Mary Pope Osborne",,"6 thru 8","English","Historical Fiction",,"Native American","English-Language Arts/General","History/Social Science",,
"37926","Adam of the Road","A thirteenth-century minstrel boy searches through southeastern England for his father and dog. This novel includes detailed references to medieval English society. It connects to the curriculum for eighth-grade history/social science.","Viking Press","1942",,,"Elizabeth Janet Gray",,"6 thru 8","English","Historical Fiction",,,"English-Language Arts/General","History/Social Science",,"Newbery Winner"
"38176","Adem's Cross","Adem, an Albanian boy, and his family live in Serb-occupied Kosovo. They face constant terror and harassment because of their policy of passive resistance. When his sister is killed and his family singled out for special suffering, Adem knows he must find a way to survive the cultural crossfire of war and hatred. This novel depicts human rights violations and emotional intensity.","Farrar, Straus & Giroux","1996",,,"Alice Mead",,"6 thru 8","English","Realistic Fiction",,"Eastern European, Multicultural","English-Language Arts/General","English-Language Arts/General ",,
"1268","Adventures of Odysseus, The","An illustrated adaptation of Homer's classic tale of Odysseus and his adventures after the long Trojan War. The text is framed with bright mosaic-style illustrations of the heroes and monsters in watercolor, gouache, and gold ink. ","Barefoot Books","2006",,,"Hugh Lupton","Christina Balit","6 thru 8","English","Legend, Mythology",,,"Global Historical Events and Figures, International Studies/World History, Religion/Spirituality, World Cultures: Perspectives, Practices, and Products","History/Social Science","HSS 6.4",
"1710","Adventures of the Treasure Fleet: China Discovers the World","Colorful, highly detailed illustrations accompany the engaging story of China's Treasure Fleet, which was commanded by Admiral Zheng He during the fifteenth century. The bottom of each double-page spread has a section with additional information. Connect with units on China or studies of early fifteenth century explorers. Map on endpapers. California author.
","Tuttle","2006",,,"Ann Martin Bowler","L.K. Tay-Audourd","6 thru 8","English","Fiction, Narrative Nonfiction","Picture Book","Chinese/Chinese American","Global Historical Events and Figures, International Studies/World History, World Cultures: Perspectives, Practices, and Products","History/Social Science","HSS 6.6, HSS 7.3",
"1702","Adventures of Thor the Thunder God, The ","This 76-page book retells five Scandinavian legends and myths featuring the heroic Norse god Thor, who protects the Viking people with his magic belt and hammer. Colorful digital paintings and action-packed plots, which include dwarves, trolls, and giants, are sure to attract reluctant readers. Full-page illustrations and the division into chapters make this book appropriate for reading aloud. Includes bibliographical references, a glossary, and a list of resources for additional reading. 
","Houghton Mifflin","2007",,,"Lise Lunge-Larsen","Jim Madsen","6 thru 8","English","Folklore, Mythology","Picture Book, Read Aloud","Western European","Religion/Spirituality, World Cultures: Perspectives, Practices, and Products","History/Social Science","HSS 7.1",
"41081","Adventures of Tom Sawyer, The","Twain’s classic tale describes the antics of Tom Sawyer and his pals at school, church, and home. The book focuses on relationships, which are important throughout the story, and situations that are still relevant today: sibling rivalry, best friends, and boy–girl relationships. Several plots are involved, including a murder and subsequent trial.  Twain’s use of the vernacular adds interest but can be difficult at times. Young people and adults can relate to this novel.","Scholastic","1999",,,"Mark Twain",,"6 thru 8","English","Fiction, Humor",,,"English-Language Arts/General","English-Language Arts/General ",,
"776","Adventurous Life of Myles Standish and the Amazing-But-True Survival Story of Plymouth Colony, The","A very readable biography of Myles Standish, military soldier and leader of the Plymouth Colony, who sailed aboard the Mayflower to help protect the Pilgrims and their settlement in North America. Religious movements, key figures, and a balanced account of Pilgrim–Indian relations are explained. Includes bibliographical references and an index.","National Geographic","2006",,,"Cheryl Harness","Cheryl Harness","3 thru 5, 6 thru 8","English","Biography/Autobiography, Narrative Nonfiction",,"Native American, Western European","American History","History/Social Science","HSS 5.3, HSS 8.1",
"37441","Advice for a Frog","This selection depicts 14 exotic and/or endangered animals through poetry and larger-than-life paintings. Finely crafted verse features word play matched by the imaginative illustrations on double-page layouts. Included are pleas for environmental awareness and comments about each animal's status as of 1995. California author and illustrator.","Lothrop, Lee and Shepard","1995",,,"Alice Schertle","Norman Green","3 thru 5, 6 thru 8","English","Poetry","Picture Book, Read Aloud",,"English-Language Arts/General","Visual and Performing Arts, English-Language Arts/Literary Elements, Science","LS 3.3, LS 4.2, LS 4.3, LS 6.5, LS 7.5",
"40739","Aesop’s Fables","Sixteen of Aesop’s fables are set in the grasslands of Africa and portray the characters using African animals such as zebras, kudus, and mongrel dogs. Illustrations are framed in stylized borders, created with watercolor and pencil, and reflect the African flavor of the author’s adaptations. Use for reading aloud in literature or character education studies or in art units.","Frances Lincoln Children’s Books","2011",,,"Beverley Naidoo","Piet Grobler","K thru 2, 3 thru 5, 6 thru 8","English","Fable, Fiction","Picture Book, Read Aloud","African","Diversity, English-Language Arts/General, Visual Arts","Visual and Performing Arts, English-Language Arts/General ","VAPA V PreK-12.4",
"36329","African American Family Album, The","This book, part of a series of books on various ethnicities, is a collection of the memories and experiences of a people who are first Africans, then slaves, and finally African Americans. This is an excellent resource for African American history. Other books in The American Family Album series deal with Chinese Americans, Cuban Americans, Irish Americans, Japanese Americans, and many others.","Oxford University Press","1995",,,"Dorothy Hoobler, Thomas Hoobler",,"6 thru 8","English","Nonfiction",,"Black/African American, Multicultural","English-Language Arts/General","English-Language Arts/General ",,
"39115","After Hamelin","Penelope is one hundred one years old. She recalls that on her eleventh birthday two things happened: she can no longer hear and the Piper spirited away all but two of the children (one blind and one deaf) because folks in Hamelin refused to pay him for piping away the rats. She and her companions embark on a magical quest to rescue the stolen children. Sprinkled throughout the book are unique jump rope rhymes and songs that blend into the tale of suspense, humor, and excitement. Have a jump rope ready to book talk this classical myth.","Firefly Books","2000",,,"Bill Richardson",,"6 thru 8","English","Fantasy, Folklore",,,"English-Language Arts/General","English-Language Arts/Writing",,
"37398","After the Dancing Days","It is 1919 and soldiers are returning home from the Great War. Annie sees firsthand the maiming and scarring that happens to soldiers both inside and outside. As a doctor's daughter, Annie visits the hospital and befriends the wounded, wondering each day if her Uncle Paul will soon be among them. A connection to eighth-grade history/social science curriculum can be made.","HarperCollins","1988",,,"Margaret I. Rostkowski",,"6 thru 8","English","Historical Fiction",,,"English-Language Arts/General","History/Social Science",,"Golden Kite Author Honor"
"41317","After Tupac and D Foster","In the New York City borough of Queens in 1996, three girls bond over their shared love of Tupac Shakur's music as they try to make sense of the unpredictable world in which they live. ","Putnam","2008",,,"Jacqueline Woodson",,"6 thru 8","English","Fiction",,,"English-Language Arts/General","English-Language Arts/General ",,"Newbery Honor"
"542","Age of Voyages, 1350-1600, An","Presents an overview of the political, cultural, and social history of the world from 1350 to 1600 and how contact between regions of the world expanded through trade networks. An exchange of knowledge and ideas between western and eastern societies resulted. Includes bibliographical references and an index.

","Oxford University Press","2005",,,"Merry E. Wiesner-Hanks",,"6 thru 8","English","Narrative Nonfiction",,"Western European","Global Historical Events and Figures","History/Social Science","HSS 6.3, HSS 7.6, HSS 7.11","Michael L. Printz Honor, Newbery Honor"
"38906","Ah Nong's 100 Stories","This collection features a variety of children's stories that are of interest to middle-school-age children.","Da Jia Publishing Company","1989",,,"Nong Ah",,"6 thru 8","Chinese","Short Story",,"Chinese/Chinese American","English-Language Arts/General","English-Language Arts/General ",,
"2498","Aida","Retells the story of Giuseppe Verdi's opera in which the love of the enslaved Aida, an Ethiopian princess, for an Egyptian general brings tragedy to all involved. Illustrated with stunning paintings that provide details.","Harcourt Brace","1997",,,"Leontyne Price","Leo and Diane Dillon","3 thru 5, 6 thru 8","English","Nonfiction",,"Middle Eastern","Global Historical Events and Figures, Music","Visual and Performing Arts","VAPA M PreK-12.1, VAPA M PreK-12.3",
"1762","Ain't Nothing But a Man: My Quest to Find the Real John Henry","This photobiography reveals the author's search for the story of the real John Henry, who was made famous through many versions of a folk song. Author Scott Reynolds Nelson explains the research process and primary and secondary sources. The reader discovers how to be a credible historian and learns about railroad history and the folk hero John Henry. Archival photos are abundant, and sepia-toned illustrations enhance the sense of history. Includes appendixes.","National Geographic","2008",,,"Marc Aronson, Scott Reynolds Nelson",,"3 thru 5, 6 thru 8","English","Biography/Autobiography, Folklore, Narrative Nonfiction, Tall Tale","Photo Essay","Black/African American","American History, Diversity, Ethnic Studies, Music","History/Social Science, Visual and Performing Arts","VAPA V PreK-12.3, HSS 5.8",
"39612","Airborn","Matt, a young cabin boy aboard an airship, and Kate, a wealthy young girl traveling with her chaperone, team up to search for the existence of mysterious winged creatures reportedly living hundreds of feet above the Earth's surface.","HarperCollins","2004",,,"Kenneth Oppel",,"6 thru 8","English","Fantasy, Fiction",,,"English-Language Arts/General","English-Language Arts/General , Science","Physics 9-12.1","Michael L. Printz Honor"
"39681","Airman","Set in the 1890s, this historical adventure tells the story of Conor Broekhart, who was “born to fly.” Falsely imprisoned, Conor spends his time drawing flying machines on the cell walls. Eventually, one of his glider designs leads to his daring escape. An exciting and memorable story.","Hyperion Books for Children","2008",,,"Eoin Colfer",,"6 thru 8","English","Historical Fiction",,"Western European","International Studies/World History","History/Social Science",,
"287","Akira to Zoltan: Twenty-Six Men Who Changed the World","A well-designed collective biography of 26 famous men from the arts, the sciences, sports, and politics. Includes Frank Lloyd Wright, Mahatma Gandhi, Nelson Mandela, and Diego Rivera. Dramatic mixed-media illustrations complement the background information.","Charlesbridge","2006",,,"Cynthia Chin-Lee","Megan Halsey","6 thru 8, 9 thru 12","English","Biography/Autobiography, Nonfiction","Alphabet Book, Struggling Reader","Multicultural","Diversity, Global Historical Events and Figures, Global Social Issues, Government and Politics, International Studies/World History, Visual Arts","History/Social Science, Visual and Performing Arts","VAPA V PreK-12.3",
"39562","Al Capone Does My Shirts","A twelve-year-old boy named Moose moves to Alcatraz Island in 1935 (when guards' families were housed there). He has to contend with his extraordinary new environment in addition to life with his autistic sister. California author and California setting.","G. P. Putnam's Sons/Penguin Young Readers Group","2004",,,"Gennifer Choldenko",,"3 thru 5, 6 thru 8","English","Historical Fiction","Read Aloud",,"English-Language Arts/General","History/Social Science","HSS 4.4","John and Patricia Beatty Award, Newbery Honor"
"39709","Al Capone Shines My Shoes","Moose and the prisoners have further adventures in this long-awaited sequel to Al CAPONE DOES MY SHIRTS (Newbery Honor, 2004). Moose’s letter to Al Capone results in his autistic sister being accepted for admission to a special school. Did Al Capone really use his influence? Will he expect a return favor? How will this affect Moose’s father, who is a prison guard?","Dial Books for Young Readers","2009",,,"Gennifer Choldenko",,"6 thru 8","English","Historical Fiction",,,"American History, Mental, Emotional, and Social Health","History/Social Science, English-Language Arts/General ",,
"39942","Alabama Moon","Ten-year-old Moon Blake has spent most of his life with his survivalist father in the dense Alabama forest. When his father dies, Moon is taken to a boys’ home, where he learns about friendship, the outside world, variety in meal menus, and life with other children his age. Moon struggles to adjust to his new life. An adventure and survival story with unique and memorable characters, this book will appeal to reluctant readers and fans of Gary Paulsen’s fiction.","Farrar, Straus and Giroux","2008","2006",,"Watt Key",,"6 thru 8","English","Fiction, Realistic Fiction","Struggling Reader",,"English-Language Arts/General","English-Language Arts/General ",,"California Young Reader Medal"
"15029","Albert Einstein and the Theory of Relativity","The life of Einstein is traced from his boyhood to his status as one of the twentieth-century's greatest scientists. Many details of his personal life, education, work, and idiosyncrasies accompany clear explanations of his theories. Einstein's Theory of Relativity is discussed in terms of how it revolutionized scientific thinking. See other books in the Solutions: Profiles in Science for Young People series.","Barron's Educational Series","1987",,,"Robert Cwiklik","T.  Lewis","6 thru 8","English","Biography/Autobiography",,,"Earth Science, Physical Science (Chemistry and Physics)","Science","PS 8.1, ES 8.4",
"40083","Alchemy and Meggy Swann","Meggy arrives to work for her father, who is deeply involved in the world of alchemy and who has no time for his twelve-year-old daughter in this tale set in sixteenth-century London. Told with humor and accuracy, this story depicts a feisty young girl with a disability who is determined to make something of her life despite not being able to move around, except with walking sticks. Includes notes with bibliographical references and descriptions of Elizabethan culture.","Clarion Books","2010",,,"Karen Cushman",,"3 thru 5, 6 thru 8","English","Historical Fiction, Humor",,"Western European","Diversity, International Studies/World History, Women’s Studies","History/Social Science, English-Language Arts/General ","HSS 7.8",
"39118","Aleutian Sparrow","After the Japanese bombed Unalaska Island in 1942, the U.S. government relocated the Aleut people to an inhospitable camp near Ketchikan, Alaska, so their island could be used as a military base. The tragic story is told in free verse, each poem depicting life through the eyes of an Aleut girl.","Margaret McElderry Books","2003",,,"Karen Hesse",,"6 thru 8, 9 thru 12","English","Fiction, Fiction in Verse, Historical Fiction","Struggling Reader","Native American","English-Language Arts/General","History/Social Science","HSS 11.7",
"40051","Alexander the Great ","A colorful overview of the life of Alexander the Great that discusses his family, bravery, education, military skills, defeat of the Persians, marriages, and death. Demi’s lavish, mixed-media illustrations and her signature red and gold tones highlight Alexander’s electrifying life.","Marshall Cavendish Children","2010",,," Demi"," Demi","3 thru 5, 6 thru 8","English","Biography/Autobiography, Narrative Nonfiction","Picture Book","Middle Eastern, Western European","Geography, International Studies/World History, War","History/Social Science","HSS 6.4, HSS 7.1",
"1705","Alexandra's Scroll: The Story of the First Hanukkah","Living in Jerusalem in 165 B.C., a young Jewish girl named Alexandra describes her life and the historical basis of Hanukkah. The young narrator describes the events that underlie the celebration of Hanukkah and gives insights into the family life, culture, friendships, and daily life of the times. The book includes an author's note and a historical map of Judea.","Holt","2002",,,"Miriam Chaikin","Stephen Fieser","6 thru 8","English","Historical Fiction",,"Jewish/Jewish American","Ethnic Studies, Global Historical Events and Figures, Religion/Spirituality, Women’s Studies","History/Social Science","HSS 6.3",
"38533","Alibaru: La ronda de las estaciones (Alibaru: Seasons' Lyrics)","This anthology of poems reflects the writing of some of the most popular modern-day Hispanic poets. Contributors to this text include Federico Garcia Lorca, Nicolas Guillen, Amado Nervo, and Alfonsina Storni.","Madrid: Ediciones Gaviota","1999",,,"Jose Mariax Plaza (selector)","Jose Maria Plaza","K thru 2, 3 thru 5, 6 thru 8","Spanish","Poetry","Picture Book","Latino/Latino American","English-Language Arts/General","English-Language Arts/General ",,
"39547","Alice Alone","Part of the long-running series that began with THE AGONY OF ALICE (1985), this book describes Alice's freshman year in high school. Ninth grade begins with promise and then deteriorates when her boyfriend Patrick breaks up with her. As she shows Alice working her way through the break-up and the school year, the author has again captured the joy and pain of being a modern teenage woman.","Atheneum","2001",,,"Phyllis Reynolds Naylor",,"6 thru 8, 9 thru 12","English","Realistic Fiction",,,"English-Language Arts/General","English-Language Arts/Literary Elements",,
"41162","Alicia Alonso: Prima Ballerina","An illustrated overview of the life of Cuban prima ballerina Alicia Alonso, who was afflicted with an eye defect that caused her to be partially blind. Beautiful artwork is rendered in watercolor, colored pencils, and lithograph pencils on watercolor paper. This book captures in free verse the important events in Alonso’s life.

","Marshall Cavendish Children","2011",,,"Carmen T. Bernier-Grand","Raúl Colón","6 thru 8","Spanish/English","Biography/Autobiography, Nonfiction, Poetry",,"Latino/Latino American","Dance, Visual Arts, Women’s Studies","Visual and Performing Arts, English-Language Arts/General ",,
