"Title ID","Title","Annotation","Publisher","Copyright","OriginalCopyright","Translator","Author","Illustrator","Grade Level Span","Language","Genre","Classification","Culture","Topic","Discipline","Standard","Award"
"38517","¡Que sorpresa de cumpleanos! (Birthday Swap)","Each year Lori looks forward to celebrating her sister's birthday in August at her aunt's house in Mexico. However, this year's gathering brings an unexpected surprise. Striking colored-pencil drawings illustrate the spirit of Mexican birthday celebrations.","Lee and Low Books","1997",,,"Loretta Lopez","Loretta  Lopez","K thru 2, 3 thru 5","Spanish","Fiction","Picture Book","Latino/Latino American","English-Language Arts/General","English-Language Arts/General ",,
"38518","¡Un lobo! (Wolf!)","A dozing wolf is awakened by three curious bear cubs who eventually manage to escape. Vibrant and colorful illustrations add to this tale of mischief and adventure. Peninsular Spanish verbal forms (habeis, teneis, esperad, confiad, etc.) may bewilder Spanish speakers from the Americas.","Barcelona: Editorial Corimbo","1999",,"Anna  Coll-Vinent","Alex Sanders","Alex  Sanders","K thru 2","Spanish","Fiction","Easy Reader, Picture Book",,"English-Language Arts/General","English-Language Arts/General ",,
"38519","¡Una vez mas! (One More Time!)","It's time for Julio to go to bed, but before he can go to sleep he needs his teddy bear, then his teddy bear needs a friend, who needs another friend, and so on until Julio finally gets out of bed himself. Pastel watercolor illustrations highlight this all-too-familiar story of bedtime struggles.","Barcelona: Editorial Corimbo","1999",,"Anna  Coll-Vinent","Elsa Devernois","Michel  Gay","K thru 2","Spanish","Fiction","Easy Reader, Picture Book",,"English-Language Arts/General","English-Language Arts/General ",,
"38508","¡Viva! ¡Una pinata! (Hooray, a Pinata!)","A party is being planned for Clara's upcoming birthday. Clara can hardly wait for the cake, balloons, and most of all, the pinata! But as the big day nears, Clara can't imagine breaking the pinata she so carefully chose. Luckily, Clara's friend comes to the rescue. Bright watercolor and ink and cut-paper illustrations portray the festivities.","Dutton Books","1996",,"Lidia  Diaz","Elisa Kleven","Elisa  Kleven","K thru 2","Spanish","Fiction","Picture Book","Latino/Latino American","English-Language Arts/General","English-Language Arts/General ",,
"16194","¿Hay algo mas grande que una ballena azul? (Is a Blue Whale the Biggest Thing There Is?)","A blue whale is big but it isn't the biggest thing there is. Size, quantity, height, and volume are explored in this imaginative text. Full-color illustrations show how large items are small in size when compared to even larger things.","Editorial Juventud","1993",,,"Robert E. Wells","Robert E.  Wells","K thru 2","Spanish","Nonfiction","Picture Book",,"Measurement & Geometry (Geometry), Number Sense","Mathematics","Math K.MD.1-4, Math 1.MD.1-4, Math 2.MD.1-10",
"16016","¿Hay algo mas pequeno que una musarana? (What's Smaller than a Pygmy Shrew?)","This book shows how microscopes are used to see the tiniest parts of the universe which helps readers understand that the size of any object may be viewed in relation to things both smaller and larger. The acrylic-and-ink artwork includes touches of humor and shows proportions from elephants to atoms.","Editorial Juventud","1997",,,"Robert E. Wells","Robert E.  Wells","K thru 2, 3 thru 5, 6 thru 8","Spanish","Nonfiction","Picture Book",,"Earth Science, Physical Science (Chemistry and Physics), Measurement & Geometry (Geometry)","Mathematics, Science","PS K.1, LS K.2, I & E K.4, I & E 2.4, LS 3.3, PS 5.1, Math 1.MD.1-4, Math 2.MD.1-10, Math 3.MD.1-8, Math 4.MD.1-7, Math 5.MD.1-5",
"38521","¿Me quieres, mama? (Mama, Do You Love Me?)","A young girl living in the Arctic learns that a mother's love is unconditional when she questions her mother about a variety of possible scenarios. The book has colorful and informative illustrations about the wildlife of Alaska. The book also portrays the culture of the Arctic Inuit people.","Chronicle Books","1998",,"Diego  Lasconi","Barbara M. Joosse","Barbara  Lavallee","K thru 2","Spanish","Fiction","Picture Book","Native American","English-Language Arts/General","English-Language Arts/General ",,
"38522","¿Que animal es? (What Animal Is It?)","When they peek into the garden, the elephant, fox, mouse, and swallow become enchanted by what they see. The creature's beauty and color astounds them, but what animal is it? They soon find out when the mystery animal itself provides an explanation. Watercolors illustrate the curiosity and admiration expressed in this tale.","Madrid: Ediciones SM","1993",,,"Pablo Barrena, Sofia Balzola","Carol A.  Michelini","K thru 2","Spanish","Fiction","Picture Book",,"English-Language Arts/General","English-Language Arts/General ",,
"38523","¿Quien quiere un rinoceronte barato? (Who Wants a Cheap Rhinoceros?)","What could you do with a cheap rhinoceros? Find out lots of ideas in this story about the advantages of having a rhino. Black-and-white drawings accompany the humorous and imaginative text.","Barcelona: Editorial Lumen","1998",,"Nestor  Busquets","Shel Silverstein","Shel  Silverstein","K thru 2, 3 thru 5","Spanish","Fiction","Picture Book",,"English-Language Arts/General","English-Language Arts/General ",,
"16211","¿Tu mama es una llama? (Is Your Mama a Llama?)","A young animal matches other young animals to their appropriate mother in this story time guessing game. The story is told in rhyme and reinforces the concept that an offspring typically resembles the parent. Kellogg's humorous illustrations provide details of each animal in its natural habitat.","Scholastic","1993","1989","Aida E.  Marcuse","Deborah Guarino","Steven  Kellogg","K thru 2","Spanish","Fiction in Verse","Picture Book, Read Aloud",,"Life Science (Biology)","Science","LS 2.2",
"16296","1 Hunter","One hunter walks through the jungle. He does not see the two elephants, three giraffes, four ostriches, five antelopes, etc., but all the while they are observing him. The humorous ending makes the counting and learning fun.","William Morrow and Company","1986","1982",,"Pat Hutchins","Pat  Hutchins","K thru 2","English","Fiction","Counting Book, Picture Book",,"Number Sense","Mathematics","Math K.CC.1-7, Math 1.NBT.1-6",
"15681","1, 2, 3 for You and Me","Clear, sharp photographs show children with Down's syndrome engaging in everyday activities. The full-color photographs illustrate the numbers one through 20 with simple objects.","Albert Whitman and Company","2001",,,"Margaret Girnis","Shirley Leaman Green","K thru 2","English","Nonfiction","Concept Book, Counting Book, Photo Essay",,"Number Sense","Mathematics","Math K.CC.1-7, Math K.OA.1-5",
"41120","1,2, Buckle My Shoe","Striking quilt squares create a fabric frame for each double-page spread of this picture book, which uses a well-known nursery rhyme to focus on counting. The simplicity of the number concept will help younger children to associate values with numerals. Based on an actual quilt that the author designed for her granddaughter.","Harcourt, Inc.","2008",,,"Anna Grossnickle Hines","Anna Grossnickle Hines","Preschool/Pre thru K, K thru 2","English","Poetry","Counting Book, Picture Book, Read Aloud",,"English-Language Arts/General, Mathematics","English-Language Arts/General , Mathematics",,
"41223","1-2-3 Peas","A cast of energetic peas count by ones and tens to reach 100 in this active title. Bright, colorful pages are filled with numerals that feature short lines with a related rhyming word that serves as a prop for the activity on the page. This zany romp through the numbers is sparked with humor, a bouncy rhythm, and plenty of visual surprises. See another book starring the peas: L-M-N-O PEAS (2010).","Beach Lane Books","2012",,,"Keith Baker","Keith Baker","Preschool/Pre thru K, K thru 2","English","Fiction","Concept Book, Counting Book, Picture Book",,"Number Sense","English-Language Arts/General , Mathematics","Math K.CC.1-7, Math 1.NBT.1-6",
"16517","10 Little Rubber Ducks","Author Carle read a newspaper article and could not resist making a story out of it. When a storm strikes a cargo ship, ten rubber ducks are tossed overboard and swept away in ten different directions. The author uses his collage art to explore the concepts of numbers, directions, and opposites in this counting tale.","HarperCollins","2005",,,"Eric Carle","Eric  Carle","K thru 2","English","Fiction","Concept Book, Picture Book, Read Aloud",,"Number Sense","Mathematics","Math K.CC.1-7",
"37368","10 Minutes Till Bedtime","The countdown to bedtime is about to begin when a family of hamsters arrives at the front door. More and more hamsters arrive and mimic the boy's bedtime routine minute by minute. They scramble to exit as the countdown ends. Bright cartoonlike illustrations show the activities of the hamsters. California author/illustrator.","Putnam Publishing","1998",,,"Peggy Rathmann","Peggy  Rathmann","K thru 2","English","Fiction","Counting Book, Picture Book",,"English-Language Arts/General","Mathematics",,
"40654","10 Turkeys in the Road","Ten silly turkeys rehearsing for the Turkey Circus block the road—and then they leave, one by one, as the frazzled farmer shoos them away. This book offers opportunities for a math countdown as the turkeys perform their antics and contortions: readers find the number of turkeys that leave and count the ones that are left on each page. Bright, colorful, cartoon-style artwork—done on double-page spreads—combines with short rhymes to round out this humorous title.","Marshall Cavendish Children","2011",,,"Brenda Reeves Sturgis","David Slonim","Preschool/Pre thru K, K thru 2","English","Fiction, Humor","Counting Book, Picture Book",,"English-Language Arts/General, Number Sense","English-Language Arts/General , Mathematics","Math K.CC.1-7, Math 1.OA.1-8",
"41568","10,000 Dresses","Every night Baily dreams about magical dresses. Unfortunately, when Bailey wakes up, nobody wants to hear about her beautiful dreams. This is because Bailey is a boy and shouldn't be thinking about dresses at all; however, Bailey meets an older girl who is touched and inspired by Bailey's dreams and courage. Eventually they start making dresses together that represent Bailey's dreams coming to life.","Seven Stories","2008",,,"Marcus Ewert","Rex Ray","K thru 2","English","Fiction",,,"Gender/Sexuality","English-Language Arts/General ",,"Stonewall Book Awards"
"16343","100 Days of School","A series of humorous rhymes illustrates different ways to count to 100 such as adding the ten toes of ten children or ninety-nine train cars plus one caboose. Each example provides an addition problem for 100. The colorful illustrations compliment the rhymes.","Millbrook Press","1999",,,"Trudy Harris","Beth Griffis  Johnson","K thru 2","English","Nonfiction","Counting Book, Picture Book, Read Aloud",,"Mathematical Reasoning, Number Sense","Mathematics","Math K.CC.1-7, Math 2.OA.1-6, Math 2.NBT.1-9, Math 3.OA.1-9",
"16338","100th Day Worries","Jessica worries about what she will collect to take to school for the 100th day. With the help of her family she is able to take a bag of all the things they have found for her. The book is illustrated in a cartoonlike style with bright additions of color.","Simon & Schuster","2000",,,"Margery Cuyler","Arthur  Howard","K thru 2","English","Fiction","Picture Book, Read Aloud",,"Number Sense","Mathematics","Math K.CC.1-7, Math 1.NBT.1-6, Math 2.NBT.1-9",
"15444","12 Ways to Get to 11","Twelve different combinations that add up to the number 11 are presented. The humorous illustrations provides images for the reader to use in counting to eleven as they read. Bright, cut-paper and colored-pencil pictures bring a sense of fun to the story.","Aladdin Books","1993",,,"Eve Merriam","Bernie  Karlin","K thru 2","English","Fiction","Counting Book, Picture Book, Read Aloud",,"Number Sense","Mathematics","Math K.CC.1-7, Math K.OA.1-5, Math K.NBT.1, Math 1.OA.1-8, Math 1.NBT.1-6, Math 2.OA.1-6",
"39836","13 Words","A dog attempts to cheer up his friend, a despondent bird, in a tale that introduces a series of random words—from “baby” to “haberdashery.” The writer crafts a plausible story using these random words as a focus. Bright, colorful artwork contains surprises lurking about. This book may be used as a model text for older students using a list of nouns and adjectives to incorporate into narrative writing.","Harper","2010",,,"Lemony Snicket","Maira Kalman","K thru 2, 3 thru 5","English","Fiction","Concept Book, Picture Book",,"English-Language Arts/General, Visual Arts","English-Language Arts/General , English-Language Arts/Vocabulary, English-Language Arts/Writing",,
"39838","14 Cows for America","An illustrated tale in which the Maasai people of Kenya present a gift of 14 cows to the United States as a gesture of comfort and friendship in the wake of the attacks of September 11, 2001. The paintings glow with oranges and reds, highlighting Kenya’s environment. Use as a mentor text with older children to write about 9/11, world peace, or multicultural relations.","Peachtree Publishers","2009",,,"Carmen Agra Deedy","Thomas Gonzalez","K thru 2, 3 thru 5","English","Narrative Nonfiction, Nonfiction","Picture Book","African","American History, Diversity, Global Historical Events and Figures, World Cultures: Perspectives, Practices, and Products","History/Social Science, English-Language Arts/General ",,
"15580","17 Kings and 42 Elephants","This alliterative nonsense rhyme can be used to introduce division with remainders. A parade of 17 kings and 42 elephants makes its way through the jungle, so, how many elephants does each king have? Readers can experiment by changing the number of kings and elephants.","Dutton Books","1987","1972",,"Margaret Mahy","Patricia MacCarthy","K thru 2, 3 thru 5","English","Fiction in Verse, Poetry","Picture Book, Read Aloud",,"Mathematical Reasoning, Number Sense","English-Language Arts/Literary Elements, English-Language Arts/Vocabulary, Mathematics","Math 3.OA.1-9, Math 3.MP.1-8, Math 4.OA.1-5, Math 4.NBT.1-6, Math 4.MP.1-8",
"15494","2 x 2 = Boo! A Set of Spooky Multiplication Stories","An assortment of bats, witches, ghosts, and other Halloween characters demonstrate the multiplication facts from zero to five. Cartoonlike style artwork illustrates these cheerfully ghoulish math stories.","Holiday House","1995",,,"Loreen Leedy","Loreen  Leedy","K thru 2","English","Fiction","Picture Book",,"Number Sense","Mathematics","Math 2.OA.1-6, Math 2.NBT.1-9, Math 3.OA.1-9",
"40576","20 Hungry Piggies: A Number Book","This “little piggy” rhyme expands from five to 20 as the pigs arrive for a picnic in various modes of transportation, carrying their contribution for the potluck. The other guest, of course, is the big, bad wolf lurking in every scene. A number appears on each pig’s shirt, and the same one is hidden in the full-page watercolor illustrations. Readers will enjoy counting the pigs to be sure none are missing.","Millbrook Press","2007",,,"Trudy Harris","Andrew N. Harris","K thru 2","English","Fiction","Picture Book",,"English-Language Arts/General, Mathematics","English-Language Arts/General , Mathematics","Math K.CC.1-7, Math 1.NBT.1-6",
"1527","4th of July Story, The","As the thirteen colonies unite in the desire for independence, Thomas Jefferson is enlisted to write the Declaration of Independence, and the news of independence is spread across the colonial settlements. The story is told in clear, simple text accompanied by vivid illustrations suitable for a young audience.","Aladdin Paperbacks","1995","1956",,"Alice Dalgliesh","Marie Nonnast","K thru 2","English","Nonfiction","Picture Book, Read Aloud",,"American History","History/Social Science","HSS 1.3",
"40159","999 Tadpoles","It is springtime, and 999 tadpoles have hatched in a small pool. Soon Mother and Father realize the move to a larger body of water is essential to accommodate the transforming frogs. There are perils involved in relocating, but because this family knows how to stick together, “ribbits” can be heard echoing from the spacious new home.","NorthSouth Books, Inc.","2011","2003","Ken Kimura","Ken Kimura","Yasunari Murakami","Preschool/Pre thru K, K thru 2","English","Fiction","Picture Book",,"English-Language Arts/General","English-Language Arts/General ",,
"38527","A cazar palabras (Hunting for Words)","A young boy has lost some words. Piedra, cama, naranja, luna, and pan are nowhere to be found! In the meantime, the words wreak havoc during their escape and frustrate the boy to no end. The boy discovers the missing culprits during breakfast the next morning. Double-page illustrations highlight this reading adventure.","Kalandraka","1999",,,"Pepe Caccamo","Ma Xose  Fernandez","K thru 2, 3 thru 5","Spanish","Fiction","Picture Book","Latino/Latino American","English-Language Arts/General","English-Language Arts/General ",,
"36897","A Is for . . .?","This alphabet book is composed of stunning black-and-white photographic puzzles of animals from A to Z. The author includes full portraits of each animal in a glossary of answers in the back. This selection is useful for lessons in reading comprehension and literary response and analysis.","Harcourt Brace","1999",,,"Henry Horenstein","Henry Horenstein","K thru 2","English","Fiction","Alphabet Book, Picture Book",,"English-Language Arts/General","English-Language Arts/Literary Elements, English-Language Arts/Vocabulary",,
"36681","A Is for Angry: An Adjective and Animal Alphabet","Humorous illustrations complement this alphabet book that depicts feelings, moods, and other emotions. The book could be helpful for young children learning the alphabet or early writers learning to use adjectives.","Workman Publishing","1983",,,"Sandra Boynton","Sandra  Boynton","K thru 2","English","Fiction, Humor","Alphabet Book, Picture Book",,"English-Language Arts/General","English-Language Arts/Writing",,
"38500","A Long Trip to Z","In an imaginary journey by plane through the alphabet, a child explores objects from a desert island, a jungle, and the planets. The detailed watercolor illustrations are crisp and bright. This is a good book to help develop concept awareness.","Harcourt Brace","1997",,,"Fulvio Testa","Fulvio  Testa","K thru 2","English","Fiction","Alphabet Book, Concept Book, Picture Book",,"English-Language Arts/General","English-Language Arts/Vocabulary",,
"38528","A moverse (Move!)","This interactive story about animals' movements allows children to put their fingers through the book to make the kitten's tail wag, the gull's wing flap, and so on. Striking watercolors on this board book add to its appeal for young children. Other books in this series include ESCAPES (ESCAPES) and ¡MIRA LO QUE TENGO! (LOOK WHAT I HAVE!).","Mexico: Fondo de Cultura Economica","1997",,,"Taro Gomi","Taro  Gomi","K thru 2","Spanish","Fiction","Easy Reader, Picture Book",,"English-Language Arts/General","English-Language Arts/General ",,
"36635","A, My Name Is Alice","A well-known jump rope rhyme is used to introduce the letters of the alphabet, with alliteration as the key to the humor and the wild illustrations add to the amusement. This selection is a good book to read aloud and offers a pattern for student-created books.","Dial Books","1984",,,"Jane Bayer","Steven  Kellogg","K thru 2","English","Humor","Alphabet Book, Picture Book, Read Aloud",,"English-Language Arts/General","English-Language Arts/Literary Elements, English-Language Arts/Writing",,
"2576","A-Tisket, A-Tasket","A boy in New York City drops his green and yellow basket and later sees a little girl carrying it around. There is a happy ending as a dog returns the basket, and the little girl peeks from behind a tree at the boy, who is overjoyed at the return of the basket. Based on the version of the children's rhyme as sung by Ella Fitzgerald.","Philomel Books","2003","1938",,"Ella Fitzgerald","Ora Eitan","Preschool/Pre thru K, K thru 2","English","Poetry","Picture Book, Read Aloud","Multicultural","Diversity, Music","Visual and Performing Arts","VAPA M PreK-12.2, VAPA M PreK-12.3",
"36673","A. Lincoln and Me","Abraham Lincoln's looks and life are compared to those of a boy born on the President's birthday. Historical facts are woven through the text, while the past and the present are united through illustrations showing the similarities and differences between the two characters. This selection is useful for comparing and contrasting.","Scholastic","1999",,,"Louise Borden","Ted Lewin","K thru 2","English","Fiction, Realistic Fiction","Picture Book, Read Aloud",,"English-Language Arts/General","History/Social Science","HSS K.6, HSS 1.3",
"39720","Abe Lincoln Crosses a Creek: A Tall, Thin Tale (Introducing His Forgotten Frontier Friend)","In 1816, young Abe and his friend Austin decide to use a log to cross Knob Creek. When Abe falls into the water, Austin saves his life and Abe promises that he will never forget it. Even when he is the president of a war-torn country, Abe fondly remembers his old friend. Author Deborah Hopkinson tells the story in a folksy tone and addresses the unknowns in history when she recounts how Austin saves young Abe. The book features watercolor and pen-and-ink illustrations.","Schwartz & Wade Books","2008",,,"Deborah Hopkinson","John Hendrix","K thru 2, 3 thru 5","English","Historical Fiction","Picture Book",,"American History","History/Social Science","HSS 2.5",
"397","Abe Lincoln: The Boy Who Loved Books","This engaging narrative emphasizes Lincoln's love of books and reading, which flourished despite his lack of formal education. Nancy Carpenter's oil-on-canvas illustrations include many details of pioneer life and focus on Lincoln's humble beginnings.","Simon and Schuster Books for Young Readers","2003",,,"Kay Winters","Nancy Carpenter","K thru 2","English","Historical Fiction, Narrative Nonfiction","Picture Book, Read Aloud",,"American History","History/Social Science","HSS K.6, HSS 2.5",
"2666","Abe's Honest Words: The Life of Abraham Lincoln","Lincoln's life story is told in accessible and engaging prose. A powerful image of a great American president is presented, depicting the passion for humanity that defined Lincoln's life. Quotations from Lincoln are interspersed in the text. Illustrated with striking full-color paintings by Kadir Nelson.","Hyperion","2009",,,"Doreen Rappaport","Kadir Nelson","K thru 2, 3 thru 5","English","Biography/Autobiography, Narrative Nonfiction","Picture Book, Read Aloud",,"American History","History/Social Science","HSS 2.5, HSS 3.4",
"16187","Abecedario de los animales (Animal ABC)","Presented in verse, this story takes readers on an imaginative journey while they learn the Spanish alphabet. Along the way they meet some animals. Fresh, bright watercolor illustrations highlight the story.","Espasa Calpe","1990",,,"Alma Flor Ada","Vivi  Escriva","K thru 2","Spanish","Narrative Nonfiction","Alphabet Book, Picture Book, Read Aloud",,"Life Science (Biology)","Science","LS K.2",
"40869","About Hummingbirds: A Guide for Children","Introduces young readers to the natural world of hummingbirds. Simple, direct text and detailed illustrations teach children about hummingbirds: what they are, how they look, how they move, what they eat, and where they live. Introduces many varieties of hummingbirds, including the smallest (the Bee Hummingbird of Cuba) and the largest (the Giant Hummingbirds of the Andes Mountains in South America). This book is part of the publisher’s “About . . . (Animals)” series.","Peachtree Publishers","2011",,,"Cathryn P. Sill","John Sill","Preschool/Pre thru K, K thru 2","English","Narrative Nonfiction, Nonfiction","Picture Book",,"Life Science (Biology)","Science","LS K.2, PS 1.1, LS 1.2, LS 2.2",
"16971","About Marsupials: A Guide for Children","This tenth book in a series of guides to the animal kingdom is written with simplicity and dignity. The colorful watercolor illustrations and descriptive text identify characteristics and behaviors of marsupials in the wild. A six-page spread at the back of the book provides more detailed information about each illustration. Other books in the About series include: ABOUT BIRDS: A GUIDE FOR CHILDREN and ABOUT ARACHNIDS: A GUIDE FOR CHILDREN.","Peachtree","2006",,,"Cathryn P. Sill","John Sill","K thru 2","English","Nonfiction","Picture Book, Read Aloud",,"Life Science (Biology)","Science","LS 1.2, LS 2.2",
"16972","About Mollusks: A Guide for Children","This title provides a descriptive first glimpse into the world of mollusks. The author describes the basic characteristics that all mollusks share and ocean creatures that fall into the diverse category. The well written, simple text is enhanced with colorful, detailed illustrations. Part of the About series.","Peachtree","2005",,,"Cathryn P. Sill","John Sill","K thru 2","English","Narrative Nonfiction","Picture Book, Read Aloud",,"Life Science (Biology)","Science","LS 1.2",
"37482","About Reptiles: A Guide for Children","Information about 15 reptiles is presented in brief sentences that describe their characteristics and habits. The text is accompanied by realistic, detailed watercolors by noted wildlife illustrator John Sill. The afterword gives further details on the animals presented. This book is useful in lessons about life science. Also by the same author/illustrator are ABOUT BIRDS (1991); ABOUT MAMMALS (1997); ABOUT AMPHIBIANS (2004), and ABOUT INSECTS (2003).","Peachtree","1999",,,"Cathryn P. Sill","John Sill","K thru 2","English","Nonfiction","Picture Book, Read Aloud",,"English-Language Arts/General","Science","LS K.2, LS 1.2",
"179","Abraham Lincoln","This book follows Abraham Lincoln from his humble start in Kentucky through his presidency and finally to his untimely death. He is presented as a great man with genuine human characteristics. The lively, stylized illustrations add to this biography that is suitable for younger audiences.
","Scholastic Press","2002",,,"Amy L. Cohn","David A. Johnson","K thru 2","English","Biography/Autobiography, Historical Fiction","Picture Book",,"American History","History/Social Science","HSS 2.5",
"38530","Abran paso a los patitos (Make Way for Ducklings)","This Caldecott Medal award-winner is a picturesque and amusing story of duck parents and their ducklings hatched on the Charles River near Boston. A friendly policeman assists the family in maneuvering through Boston traffic to the pond at the public gardens. The illustrations are done in soft gray pencil.","Penguin Books","1996",,"Osvaldo  Blanco","Robert McCloskey","Robert  McCloskey","K thru 2","Spanish","Fiction","Picture Book",,"English-Language Arts/General","English-Language Arts/General ",,"Caldecott Winner"
"38459","Absolutely Awful Alphabet, The","This funny, and sometimes gruesome, alphabet book is full of descriptive adjectives, nouns, and feeling words. The letters have never been so slimy, ugly, or weird. The book may be used with older primary children for examples of descriptive writing and rich vocabulary. The bright cartoonlike illustrations enhance the humor of the text.","Harcourt Brace","1999",,,"Mordicai Gerstein","Mordicai  Gerstein","K thru 2","English","Nonfiction","Alphabet Book, Picture Book",,"English-Language Arts/General","English-Language Arts/Vocabulary, English-Language Arts/Writing",,
"37747","Abuela (Grandmother)","During a visit to the park with her grandmother, a Latino girl named Rosalba imagines they are flying high above New York City. They see streets, docks, an airport, tourist attractions, and her father's office. Spanish words and phrases are integrated into the dialogue. Bright watercolor and pastel illustrations are combined with collage in a folk-art style. California illustrator.","Dutton Books","1991",,,"Arthur Dorros","Elisa  Kleven","K thru 2","English, Spanish/English","Fiction","Picture Book","Latino/Latino American","English-Language Arts/General","History/Social Science, Visual and Performing Arts",,
"37944","Accidental Zucchini (An Unexpected Alphabet)","Each letter of the alphabet is represented by a humorous illustration of alliterations, such as fork fence, dog dance, and letter ladders. Large, bright, simple-shape cartoons accurately illustrate the absurd images.","Harcourt Brace","1993",,,"Max Grover","Max  Grover","K thru 2","English","Fiction","Alphabet Book, Concept Book, Picture Book",,"English-Language Arts/General","English-Language Arts/General ",,
