"Title ID","Title","Annotation","Publisher","Copyright","OriginalCopyright","Translator","Author","Illustrator","Grade Level Span","Language","Genre","Classification","Culture","Topic","Discipline","Standard","Award"
"40227","And Then It’s Spring","Together with his animal friends, a little boy dressed in his red knitted hat and scarf tries to wait patiently for newly planted seeds to come to life out of the brown earth. Have the birds eaten the seeds? Did the bears trample them? Each double-page spread has more details to observe until the book reaches its conclusion: one day, the world explodes with new colors, and the seedlings make their debut.","Roaring Brook Press","2012",,,"Julie Fogliano","Erin E. Stead","Preschool/Pre thru K, K thru 2","English","Fiction","Picture Book",,"English-Language Arts/General, Life Science (Biology)","English-Language Arts/General , Science","ES K.3, ES 1.3, ES 2.3",
"40520","Apple Pie ABC","An alphabet book with a good story and artistic, stylized print illustrations. A mischievous puppy tries everything from A to Z to get his paws on a freshly baked apple pie. Each alphabet letter resembles a quilt block on a page. The narrative details the dog’s continuing quest for the coveted pie, using a significant word or phrase that starts with each featured letter.","Disney/Hyperion Books","2011",,,"Alison Murray","Alison Murray","Preschool/Pre thru K, K thru 2","English","Fiction","Alphabet Book, Picture Book",,"English-Language Arts/General","English-Language Arts/General ",,
"1329","Art","A rhyming tribute to a budding artist named Art. In the book, Art, a young boy, moves through the pages using brushes and crayons to create brightly colored squiggles, dots, drips, and doodles in the white spaces. After his exuberant activity, he naps, and when he wakes he sees his pictures on the refrigerator—“’cause mother loves Art.”","Little Brown","2006",,,"Patrick McDonnell","Patrick McDonnell","Preschool/Pre thru K, K thru 2","English","Fiction","Picture Book",,"Visual Arts","Visual and Performing Arts","VAPA V PreK-12.2",
"40498","Artist Who Painted a Blue Horse, The","With vibrant collages and very brief text, Eric Carle celebrates creativity by showing the reader all sorts of animals in unexpected colors, beginning with a blue horse. The larger-than-life animals dance across the pages. Carle, who grew up in Germany, pays tribute to German artist Franz Marc, whose unconventional work was banned by the Nazi regime. A short biographical note about Marc is included.","Philomel","2011",,,"Eric Carle","Eric Carle","Preschool/Pre thru K, K thru 2","English","Fiction","Picture Book",,"English-Language Arts/General, Visual Arts","Visual and Performing Arts","VAPA V PreK-12.1",
"39954","Ava’s Poppy","A young girl takes care of a bright red poppy through the summer and is sad when it dies in the fall. She buries the pod and encircles it with stones. She is pleasantly surprised when a new shoot appears in the spring. Accompanied by bright artwork in red and green. Pair this fiction title with a nonfiction book about plant cycles.","NorthSouth Books","2012",,"David Henry Wilson","Marcus Pfister","Marcus Pfister","Preschool/Pre thru K, K thru 2","English","Fiction","Picture Book",,"Life Science (Biology)","Science","LS K.2, LS 1.2",
"2423","Baby Beluga","Presents the illustrated text to the song about the little white whale that swims “so wild and free.” Illustrations reflect the arctic habitat of the beluga whale. Other illustrated songs by Raffi include DOWN BY THE BAY, FIVE LITTLE DUCKS, SHAKE MY SILLIES OUT, and WHEELS ON THE BUS.","Crown Publishers","1992","1980",," Raffi","Ashley Wolff","Preschool/Pre thru K, K thru 2","English","Fiction in Verse","Picture Book, Read Aloud",,"Music","Visual and Performing Arts","VAPA M PreK-12.3",
"1873","Baby Danced the Polka","In this read-aloud for preschool and kindergarten students, a lively baby decides that there is no better time than naptime to dance—so Mama and Papa give up, hauling out their fiddle to have an old-fashioned polka-fest. Flaps show the baby’s stuffed-animal partners. Bright artwork done with watercolor and pen creates a warm appeal.","Dial Books for Young Readers","2004",,,"Karen Beaumont","Jennifer Plecas","Preschool/Pre thru K, K thru 2","English","Fiction, Humor","Picture Book, Read Aloud",,"Dance","Visual and Performing Arts","VAPA D PreK-12.2",
"40891","Backseat A-B-See","What does a child see from the backseat of a car? This book uses that vantage point to showcase the letters of the alphabet. Road signs appear in brilliant color on a deep-black background designed to look like a highway. Each letter is introduced as part of a road sign: A is for Airport, B is for Bike Route, and so on. Use for teaching the alphabet and with students who are discovering English as a second language.","Chronicle Books","2012",,,"Maria Van Lieshout","Maria Van Lieshout","Preschool/Pre thru K, K thru 2","English","Fiction","Alphabet Book, Picture Book",,"English-Language Arts/General","English-Language Arts/General , English-Language Arts/Vocabulary",,
"41319","Ball","While searching for someone to play ball with him, a dog dreams of fantastical adventures he could have with his ball. ","Houghton Mifflin Harcourt","2013",,,"Mary Sullivan","Mary Sullivan","Preschool/Pre thru K, K thru 2","English","Fiction","Picture Book",,"English-Language Arts/General","English-Language Arts/General ",,"Theodor Seuss Geisel Award"
"39643","Ball for Daisy, A","Daisy is a frisky dog who loves playing with her big red ball. At the park, Daisy and her owner, a little girl, play catch with the ball—but when another dog bites too hard and the ball bursts, Daisy is heartbroken. After a series of sad images, Daisy becomes gleeful when, at the next visit to the park, the same dog reappears with a blue ball. The expressive artwork was created with just a few squiggly lines, highlighted with color.","Schwartz & Wade Books","2011",,,"Chris Raschka","Chris Raschka","Preschool/Pre thru K, K thru 2","English","Fiction","Picture Book, Wordless Book",,"English-Language Arts/General","English-Language Arts/General ",,"Caldecott Winner"
"1313","Ballerino Nate","Nate, a puppy, has the heart of a dancer and is determined to learn ballet. But he is self-conscious about the idea of boys learning to dance. When he is the only male in dance class, he has serious misgivings, so his mother takes him to a real ballet in a huge theater. Nate sees that males can be dancers, too. Illustrated with appealing artwork (watercolor with pen and ink).","Dial Books for Young Readers","2006",,,"Kimberly Brubaker Bradley","R. W. Alley","Preschool/Pre thru K, K thru 2","English","Fiction","Easy Reader, Picture Book, Read Aloud",,"Dance","Visual and Performing Arts","VAPA D PreK-12.1, VAPA D PreK-12.3, VAPA D PreK-12.4",
"727","Banjo Granny","Baby Owen’s grandmother learns that he is wiggly, jiggly, and all-around giggly for bluegrass music. So with her banjo, she travels by curious means to visit Owen and play bluegrass music for him. Music and lyrics to “Owen’s Song” are included.","Houghton Mifflin","2006",,,"Jacqueline Briggs Martin, Sarah Martin Busse","Barry Root","Preschool/Pre thru K, K thru 2","English","Fiction","Picture Book",,"Music","Visual and Performing Arts","VAPA M PreK-12.2, VAPA M PreK-12.3",
"40648","Bean Thirteen","Try as they may, Ralph and Flora cannot evenly divide the 13 beans they picked for dinner. Mathematically, the task is impossible—but Flora has a solution. This title, with its bright digital illustrations and effective pacing, reinforces the concepts of grouping, division, remainders, and prime numbers and may be used to introduce division.","G.P. Putnam’s Sons","2007",,,"Matthew McElligott","Matthew McElligott","Preschool/Pre thru K, K thru 2, 3 thru 5","English","Fiction","Picture Book",,"English-Language Arts/General, Mathematics, Number Sense","English-Language Arts/General , Mathematics","Math 2.OA.1-6, Math 3.OA.1-9",
"65","Bebop Express","A rollicking, rhythmic express train travels from New York to New Orleans, picking up jazz musicians along the way. Soon a bebop combo is swinging amid bright collage paintings accompanied by onomatopoetic jazz sounds. This selection addresses jazz, geography, and rhyme. A read-aloud choice.","HarperCollins","2005",,,"H. L. Panahi","Lou Fancher, Steve Johnson","Preschool/Pre thru K, K thru 2, 3 thru 5","English","Fiction in Verse","Picture Book, Read Aloud","Multicultural","Music","Visual and Performing Arts","VAPA M PreK-12.2",
"40675","Bedtime in the Jungle","The mother animals tuck in their babies for the night. The dark jungle setting is shown on striking double-page spreads done with pastel acrylic and colored pencil. With text that rhymes, this book is very useful for calming down young children before bedtime or naptime.","Peachtree Publishers","2009",,,"John Butler","John Butler","Preschool/Pre thru K","English","Fiction","Picture Book",,"English-Language Arts/General, Number Sense","English-Language Arts/Vocabulary, Mathematics","Math K.CC.1-7",
"40549","Betty Bunny Loves Chocolate Cake","Betty Bunny is a handful: she discovers the magic of chocolate cake, falls in love with the tasty treat, and never learns the appropriate time or place to devour it. She is a challenging child, but her parents have clever ways of dealing with her impatience. Watercolor–gouache illustrations vividly capture the characters’ personalities in this amusing story.","Dial Books for Young Readers","2011",,,"Michael B. Kaplan","Stephane Jorisch","Preschool/Pre thru K, K thru 2","English","Fiction, Humor","Picture Book",,"English-Language Arts/General","English-Language Arts/General ",,
"41170","Big and Small, Room for All","This book explores the concept of size, using double-page spreads to present objects for comparison. It begins by showing the vastness of the universe and moves on to depict and discuss progressively smaller objects. “What is smaller than a flea? A world of things too small to see.” Illustrated with watercolor artwork that adds realistic images to the brief, rhyming text. This read-aloud choice uses an open-ended approach for a discussion of how children perceive size.","Tundra Books","2009",,,"Jo Ellen Bogart","Gillian Newland","Preschool/Pre thru K, K thru 2","English","Narrative Nonfiction, Nonfiction","Concept Book, Picture Book, Read Aloud",,"Mathematics, Measurement & Geometry (Geometry)","Mathematics","Math K.MD.1-4, Math 1.MD.1-4",
"41322","Big Guy Took My Ball, A","Piggie is upset because a whale took the ball she found, but Gerald finds a solution that pleases all of them. ","Hyperion","2013",,,"Mo Willems","Mo WIllems","Preschool/Pre thru K, K thru 2","English","Fiction","Early Chapter Book, Picture Book",,"English-Language Arts/General","English-Language Arts/General ",,"Theodor Seuss Geisel Award"
"1016","Big Pumpkin","A witch trying to pick a big pumpkin on Halloween discovers the value of cooperation when she gets help from a series of monsters. This is a cumulative tale based on the Russian folktale, THE ENORMOUS TURNIP. The text can be used as an example of why people need help from others and of the joy of sharing. The rhythmic text is supported by bright illustrations that bring humor to the story.","Simon and Schuster","1992",,,"Erica Silverman","S. D. Schindler","Preschool/Pre thru K, K thru 2","English","Fiction, Humor","Picture Book, Read Aloud",,"English-Language Arts/General, Psychology/Sociology","History/Social Science","HSS K.1",
"40468","Billy and Milly, Short and Silly","This picture book uses simple words and rhyming text to tell 13 very short and very silly stories. Each humorous narrative, told in only three or four words, is teamed with vibrant and complementary illustrations. The book may be used to introduce story elements such as characters, setting, and plot and to focus on language development.","G.P. Putnam’s Sons","2009",,,"Eve B. Feldman","Tuesday Mourning","Preschool/Pre thru K, K thru 2","English","Fiction","Picture Book",,"English-Language Arts/General","English-Language Arts/General ",,
"40514","Birds","This title celebrates the diverse and mysterious life of birds in nature’s landscape, providing brief snippets of text and vivid acrylic illustrations. Filled with comparisons—colors, sizes, movements, and mysteries—the book nudges the reader to recall, imagine, and visualize various bird actions.","Greenwillow Books","2009",,,"Kevin Henkes","Laura Dronzek","Preschool/Pre thru K, K thru 2","English","Fiction","Picture Book",,"English-Language Arts/General","English-Language Arts/General ",,
"39920","Birdsongs","An illustrated countdown begins with 10 taps of the red-capped woodpecker at sunrise. As the day progresses, each bird that is introduced makes fewer sounds. At sunset the hummingbird takes one last sip and makes one tiny sound. Then the mockingbird mimics all the sounds he heard during the day. Steve Jenkins’s signature collage illustrations show the features of each type of bird and the progression of the day. Concludes with additional information about each bird.","Margaret K. McElderry Books","2007",,,"Betsy Franco","Steve Jenkins","Preschool/Pre thru K, K thru 2","English","Fiction","Counting Book, Picture Book, Read Aloud",,"Life Science (Biology), Number Sense","Mathematics, Science","LS K.2, LS 1.2, Math K.CC.1-7, Math K.MD.1-4",
"39831","Blue Sky","In this simple concept book, each double-page spread features a different kind of sky: a blue sky, a rainy sky, a sunset sky, and a dark sky. In between the images are rainbows, an orange sunset, and a full moon. The vertical orientation of this picture book and the gentle, colorful illustrations draw the reader’s eyes upward, as if to point to the big sky above. Useful when discussing night and day, the weather, or colors.","The Blue Sky Press","2012",,,"Audrey Wood","Audrey Wood","Preschool/Pre thru K, K thru 2","English","Fiction","Concept Book, Picture Book",,"Earth Science","English-Language Arts/General , Science","ES K.3, ES 1.3",
"41309","Boats for Papa","Buckley, a young beaver, lives by the sea with his mother. He loves to make boats and one day sends one off to his absent father. He figures that if the boat doesn't come back, his father has found it. He continues making and sending boats until one day he discovers that Mama has collected all the boats. 
	

 
","Henry Holt and Company","2015",,,"Jessixa Bagley","Jessixa Bagley","Preschool/Pre thru K, K thru 2","English","Fiction","Picture Book",,"English-Language Arts/General","English-Language Arts/General ",,"Golden Kite Author Winner"
"2611","Bring on the Beat","Illustrations and rhyming text evoke the rhythms of jazz music. Set in Harlem in the 1930s, the story centers on a jazz trio that plays on a street corner. From doorways and stoops, people of all ages come to listen. The book is a tribute to Duke Ellington, “with a nod toward Klee and Kandinsky.” Illustrated with black-and-white art and occasional splashes of neon color.","Putman's","2002",,,"Rachel Isadora","Rachel Isadora","Preschool/Pre thru K, K thru 2, 3 thru 5","English","Fiction in Verse","Picture Book, Read Aloud","Black/African American","Music","Visual and Performing Arts","VAPA M PreK-12.3",
"39646","Bring on the Birds","In this simple and melodic picture book, young nature lovers will find bright illustrations of many different kinds of birds. Each page has no more than four to five words. A two-page spread at the end of the book provides brief descriptions of each bird species featured in the illustrations.","Peachtree Publishers","2011",,,"Susan Stockdale","Susan Stockdale","Preschool/Pre thru K, K thru 2","English","Narrative Nonfiction, Poetry","Picture Book, Read Aloud",,"Life Science (Biology)","English-Language Arts/General , Science","PS K.1, LS K.2, LS 1.2, LS 2.2",
"2595","Bringing in the New Year","A Chinese American family prepares for and celebrates the Lunar New Year. Their preparations are described and include sweeping out the old year with a broom, hanging poems on the wall, making dumplings, getting haircuts, and wearing new clothes. Bright illustrations make this a fine addition to books on Chinese New Year traditions and literature.","Knopf","2008",,,"Grace Lim","Grace Lim","Preschool/Pre thru K, K thru 2","English","Fiction","Picture Book, Read Aloud","Chinese/Chinese American","Diversity, World Cultures: Perspectives, Practices, and Products","History/Social Science","HSS 1.5",
"40634","Brontorina","A large orange dinosaur dreams of becoming a ballerina and enters Madame Lucille’s Dance Academy for Boys and Girls. Zany dance escapades ensue in what eventually becomes Madame Lucille’s Dance Academy for Boys and Girls and Dinosaurs and Cows. Simple, textured oil illustrations in muted colors enhance this humorous and inspiring story.","Candlewick Press","2010",,,"James Howe","Randy Cecil","Preschool/Pre thru K, K thru 2","English","Fiction, Humor","Picture Book, Read Aloud",,"English-Language Arts/General, Visual Arts","Visual and Performing Arts, English-Language Arts/General ",,
"40674","Bunny Days","Six little bunnies seem to be in the wrong place at the wrong time and are hindered by Mr. and Mrs. Goat while doing their chores. Luckily, Bear is there to care for their needs in this silly tale that features simple story lines and silk-screened color themes in each of the three chapters.","Dial Books for Young Readers","2010",,,"Tao Nyeu","Tao Nyeu","Preschool/Pre thru K, K thru 2","English","Fiction, Humor","Picture Book",,"English-Language Arts/General","English-Language Arts/General ",,
"40444","Button Up!","Clothing that talks? Fifteen clever and catchy poems are narrated from the point of view of the outfit—pajamas, underwear, galoshes, shoelaces, and wool sweaters. Charming animals stand in for children and model the clothing that is illustrated in colorful hues.","Harcourt Children’s Books","2009",,,"Alice Schertle","Petra Mathers","Preschool/Pre thru K, K thru 2","English","Poetry","Picture Book",,"English-Language Arts/General","English-Language Arts/General ",,
"997","Calendar","Illustrations and simple verse describe the sights, sounds, and feelings of each month of the year. Each month is presented from a young girl’s viewpoint in a double-page spread. Playful mixed-media illustrations feature color and clever perspectives.","Holiday House","2007","1959",,"Myra Cohn Livingston","Will Hillenbrand","Preschool/Pre thru K, K thru 2","English","Poetry","Concept Book, Picture Book",,"American History","History/Social Science","HSS K.5",
"655","Career Day","It is career day at school. Each child brings a special visitor who has something interesting to share about his or her career. The whole class learns about the different work that people do. The story ends with the children at play in their classroom, where they pretend to work at a variety of jobs. Bright illustrations are laid out in double-page spreads.","Harper Collin","2000",,,"Anne Rockwell","Lizzy Rockwell","Preschool/Pre thru K, K thru 2","English","Fiction","Picture Book, Read Aloud",,"Economics","History/Social Science","HSS K.3",
"40452","Chicken Little","The wacky birds that think the sky is falling in this version of the classic tale are full of wild sound effects (awk, onk, oop, eep, ack). Zany and brilliant cut-paper images accompany the sound effects. A giant three-page pullout offers a new twist for a unique ending.","Roaring Brook Press","2009",,,"Rebecca Emberley","Ed Emberley","Preschool/Pre thru K, K thru 2","English","Folklore","Picture Book",,"English-Language Arts/General, Visual Arts","Visual and Performing Arts, English-Language Arts/General ","VAPA V PreK-12.1",
"41341","Chicken Said, ""Cluck!""","Earl and Pearl are planting pumpkins. Chicken wants to help. But it seems like the only thing Chicken is good at is getting in the way.

Then grasshoppers invade the pumpkin patch, and Earl and Pearl can do nothing to stop them. Suddenly it's up to Chicken to save the day!

","HarperCollins","2008",,,"Judyann Grant","Sue Tresdell","Preschool/Pre thru K, K thru 2","English","Fiction","Early Chapter Book",,"English-Language Arts/General","English-Language Arts/General ",,"Theodor Seuss Geisel Award"
"40526","City Dog, Country Frog","Spare, rhythmic text and expressive watercolor illustrations tell a poignant and sometimes humorous story about friendship and the seasons of life. In the spring, City Dog discovers Country Frog. They become fast friends, playing games that suit them both. By the following spring, Country Frog is gone and Country Squirrel appears instead. This story gently addresses the natural cycle of life.","Hyperion Books for Children","2010",,,"Mo Willems","Jon J. Muth","Preschool/Pre thru K, K thru 2","English","Fiction","Picture Book",,"English-Language Arts/General, Global Social Issues","English-Language Arts/General ",,
"2680","City Lullaby","A baby in a stroller sleeps despite loud city noises—10 horns beeping, two motorbikes roaring, and other noises—until the soft chirp of one sparrow awakens the child. Rhyming poetry with onomatopoetic words enhances this counting book that focuses on the sounds in a city.","Clarion","2007",,,"Marilyn Singer","Carll Cnuet","Preschool/Pre thru K, K thru 2","English","Fiction in Verse","Counting Book, Picture Book",,"Music","Visual and Performing Arts","VAPA M PreK-12.2",
"654","City Signs","Presents an introduction to the concept of city signs and a collection of photographs of different signs found in various locations—street signs, road signs, and signs on buildings, windows, and people. The reader can discover 30 colorful photographs or city signs that are a part of the everyday world. Early readers will enjoy being able to read familiar signs.","Kids Can Press","2002",,,"Zoran Milich","Zoran Milich","Preschool/Pre thru K, K thru 2","English","Nonfiction","Picture Book, Read Aloud",,"Geography, Visual Arts","History/Social Science","HSS K.4",
"15263","Color Zoo","Bright illustrations on die-cut pages form animal faces when placed on top of one another. This colorful format uses basic geometric shapes to create a way to introduce or reinforce concepts of shape and color.","HarperCollins","1989",,,"Lois Ehlert","Lois Ehlert","Preschool/Pre thru K, K thru 2","English","Nonfiction","Concept Book, Picture Book",,"Measurement & Geometry (Geometry)","Visual and Performing Arts, Mathematics","VAPA V PreK-12.1, Math K.MD.1-4, Math 1.MD.1-4","Caldecott Honor"
"1229","Cookies: Bite-Size Life Lessons","Simple text and illustrations describe lessons in life as a young girl bakes cookies and learns cooperation, patience, pride, compassion, trust, and more. Lovely pastel watercolor illustrations show children and animals interacting with one another and the treats.","HarperCollins","2006",,,"Amy Krouse Rosenthal","Jane Dyer","Preschool/Pre thru K, K thru 2","English","Fiction","Concept Book, Picture Book, Read Aloud","Multicultural","Diversity, English-Language Arts/General","History/Social Science","HSS K.1, HSS 1.1",
"2584","Cool Time Song","After a hot day on the African savannah, the animals begin to move and make sounds in the cool air of evening. The addition of percussion instruments to accompany the animals’ “songs” or to create an original song will enhance the story. The book is also useful for introducing lessons on colors and lines in visual art.","Viking","2005",,,"Carole Lexa Schaefer","Pierr Morgan","Preschool/Pre thru K, K thru 2","English","Fiction","Picture Book",,"Music, Visual Arts","Visual and Performing Arts","VAPA M PreK-12.2, VAPA M PreK-12.3, VAPA V PreK-12.1",
"41048","Cora Cooks Pancit","This book features a Filipino family that cooks together. Cora likes cooking and would love the chance to bond with Mama in the kitchen, but Cora is always relegated to doing the “kid jobs.” When Cora’s siblings get busy with other activities, she finally gets a chance to cook pancit with her mother. The family’s loving relationship is highlighted by the warm tones of the illustrations. A good read-aloud choice.","Shen’s Books","2009",,,"Dorina K. Lazo Gilmore","Kristi Valiant","Preschool/Pre thru K, K thru 2","English","Realistic Fiction","Picture Book, Read Aloud","Filipino/Filipino American","Diversity, English-Language Arts/General, Lifestyles Around the World, Nutrition and Physical Activity","World Language, English-Language Arts/General , Literacy/Motivation",,
"40194","Counting Our Way to Maine","On a trip from the city to the coast of Maine, a family of five, with two dogs, counts from 1 (a baby) to 20 (fireflies). More than just a counting book, this is also a lively vacation story. The bright mixed-media artwork is filled with details that children will enjoy.","Down East Books","2008","1995",,"Maggie Smith","Maggie Smith","Preschool/Pre thru K, K thru 2","English","Fiction","Counting Book, Picture Book",,"Mathematics, Number Sense","Mathematics","Math K.CC.1-7, Math 1.NBT.1-6",
"40024","Cow Who Clucked, The","Cow wakes up one morning and discovers that she has lost her “moo.” She meanders through the barnyard, where she encounters several animals and discovers that the hen is imitating her voice. Double-page spreads featuring handmade paper artwork show the animals in rich, vivid colors.","Henry Holt and Company","2006",,,"Denise Fleming","Denise Fleming","Preschool/Pre thru K, K thru 2","English","Fiction","Picture Book",,"English-Language Arts/General","English-Language Arts/General ",,
"41334","Dance Like Starlight, A: One Ballerina’s Dream","Little ballerinas have big dreams. But in Harlem in the 1950s, dreams don't always come true—they take a lot of work and a lot of hope. And sometimes hope is hard to come by. But the first African-American prima ballerina, Janet Collins, did make her dreams come true. And those dreams inspired ballerinas everywhere, showing them that the color of their skin couldn't stop them from becoming a star. ","Philomel","2014",,,"Kristy Dempsey","Floyd Cooper","Preschool/Pre thru K","English","Fiction","Picture Book",,"Dance, English-Language Arts/General","Visual and Performing Arts, English-Language Arts/General ",,"Golden Kite Author Winner"
"41448","Dear Primo: A Letter to My Cousin","This is the story of two cousins, one in America and one in Mexico, and how their daily lives are different yet similar. Charlie takes the subway to school; Carlitos rides his bike. Charlie plays in fallen leaves; Carlitos plays among the local cacti. ","Harry N. Abrams","2010",,,"Duncan Tonatiuh","Duncan Tonatiuh","Preschool/Pre thru K, K thru 2","English, Spanish/English","Fiction","Picture Book, Read Aloud","Multicultural","English-Language Arts/General","English-Language Arts/General ",,"Pura Belpre Illustration Honor"
"41231","Deserts","Part of the “About Habitats” series, this book introduces young readers to deserts. Large paintings depict the plants and animals in a particular desert landscape. The locale and featured plants and animals are identified. A brief line of text comments on deserts, their characteristics, and the types of life found in them. The book includes a map with locations of major deserts around the world, an afterword featuring color plates and a paragraph of related information, a glossary, and short lists of related books and Web sites.","Peachtree Publishers","2012",,,"Cathryn P. Sill","John Sill","Preschool/Pre thru K, K thru 2","English","Narrative Nonfiction, Nonfiction","Picture Book, Read Aloud",,"Life Science (Biology)","English-Language Arts/General , Science","LS K.2, LS 1.2, LS 2.2",
"299","Dig Dig Digging","Simple rhymes introduce various large vehicles, such as dump trucks, fire engines, and tractors, and describe the work accomplished with each vehicle type.","Henry Holt","2001",,,"Margaret Mayo","Alex Ayliffe","Preschool/Pre thru K","English","Fiction","Picture Book, Read Aloud",,"American History, Economics","History/Social Science","HSS K.3",
